                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                 0.8219,                0.47323,                 1.2442,                0.75422,                0.99471,                0.75423,                0.62941,                0.70863,                0.37827,                 1.1156,             0.00077443,             0.00077443,             0.00077443
                    309,                0.79889,                0.45492,                 1.2296,                0.75454,                 0.9968,                0.76188,                0.63056,                0.72545,                 0.3771,                 1.1283,             0.00077333,             0.00077333,             0.00077333
                    310,                0.81726,                0.47896,                 1.2497,                0.75339,                0.99564,                0.76189,                0.63824,                0.71083,                0.37175,                 1.1147,             0.00077223,             0.00077223,             0.00077223
                    311,                0.81537,                0.46861,                 1.2336,                0.75099,                0.99576,                0.75889,                 0.6253,                0.75424,                 0.3906,                 1.1476,             0.00077113,             0.00077113,             0.00077113
                    312,                0.80886,                0.48041,                 1.2425,                0.75353,                0.99525,                 0.7534,                0.62536,                0.73378,                0.37983,                 1.1327,             0.00077003,             0.00077003,             0.00077003
                    313,                0.78606,                0.46551,                 1.2223,                0.75145,                0.99739,                 0.7591,                0.63364,                0.71898,                0.37405,                 1.1294,             0.00076893,             0.00076893,             0.00076893
                    314,                0.82186,                0.47481,                 1.2448,                0.75425,                0.99432,                0.75323,                0.63226,                0.70673,                0.37617,                 1.1152,             0.00076783,             0.00076783,             0.00076783
                    315,                0.78324,                0.46953,                 1.2248,                0.75463,                 0.9947,                  0.784,                0.66285,                0.69155,                0.36653,                 1.1024,             0.00076673,             0.00076673,             0.00076673
                    316,                0.79377,                0.46677,                 1.2273,                0.75236,                0.99807,                 0.7618,                0.63347,                0.70836,                0.37669,                 1.1143,             0.00076563,             0.00076563,             0.00076563
                    317,                0.81588,                0.47838,                 1.2423,                0.75456,                0.99664,                0.75558,                0.63371,                0.70304,                0.38102,                 1.1118,             0.00076453,             0.00076453,             0.00076453
                    318,                0.80759,                0.47385,                 1.2322,                0.75489,                 0.9963,                0.75393,                0.62032,                0.74676,                0.38163,                 1.1388,             0.00076343,             0.00076343,             0.00076343
                    319,                0.79405,                0.45651,                 1.2233,                0.75346,                0.99499,                0.75857,                0.63863,                0.70466,                0.36891,                 1.1087,             0.00076233,             0.00076233,             0.00076233
                    320,                0.80575,                0.46817,                 1.2321,                0.75275,                0.99587,                0.79616,                0.67334,                0.69392,                 0.3752,                 1.1036,             0.00076123,             0.00076123,             0.00076123
                    321,                0.79699,                0.47062,                 1.2327,                0.75383,                0.99623,                0.77552,                0.64646,                0.72199,                0.37539,                  1.124,             0.00076014,             0.00076014,             0.00076014
                    322,                0.81354,                0.47651,                  1.248,                0.75397,                0.99687,                0.98297,                0.84143,                0.70072,                 0.3735,                 1.1055,             0.00075904,             0.00075904,             0.00075904
                    323,                0.81009,                0.48048,                 1.2331,                0.75453,                0.99577,                0.98289,                0.83351,                0.72377,                0.37423,                 1.1324,             0.00075794,             0.00075794,             0.00075794
                    324,                0.80614,                0.47039,                 1.2311,                0.75239,                0.99648,                0.75339,                0.63369,                0.69534,                0.37705,                 1.1054,             0.00075684,             0.00075684,             0.00075684
                    325,                0.77569,                0.46505,                 1.2084,                0.75181,                0.99374,                0.76872,                0.64609,                0.69168,                 0.3736,                 1.1098,             0.00075574,             0.00075574,             0.00075574
                    326,                0.80534,                0.47602,                 1.2428,                0.75129,                0.99415,                0.76989,                0.64637,                 0.7002,                0.37532,                 1.1127,             0.00075464,             0.00075464,             0.00075464
                    327,                0.80553,                0.46683,                 1.2329,                0.75211,                0.99577,                0.78176,                0.66373,                 0.6678,                0.36649,                 1.0921,             0.00075354,             0.00075354,             0.00075354
                    328,                0.78483,                0.46228,                 1.2169,                0.75286,                0.99308,                0.77556,                 0.6521,                0.69761,                0.37424,                 1.1094,             0.00075244,             0.00075244,             0.00075244
                    329,                0.77875,                0.45963,                 1.2319,                0.75346,                0.99709,                0.98304,                0.84386,                0.67574,                0.36573,                 1.0905,             0.00075134,             0.00075134,             0.00075134
                    330,                0.77902,                0.45863,                 1.2225,                0.75346,                0.99702,                0.98301,                0.84182,                0.68446,                0.36697,                 1.0953,             0.00075024,             0.00075024,             0.00075024
                    331,                 0.7928,                0.46265,                 1.2185,                0.75453,                0.99685,                0.98296,                 0.8376,                0.70507,                 0.3744,                  1.115,             0.00074914,             0.00074914,             0.00074914
                    332,                0.81299,                 0.4766,                 1.2434,                0.75351,                0.99585,                0.75646,                0.63371,                0.72634,                 0.3714,                 1.1228,             0.00074804,             0.00074804,             0.00074804
                    333,                0.78279,                0.47284,                 1.2186,                0.75383,                 0.9951,                0.75309,                0.64131,                0.66679,                0.36674,                 1.0846,             0.00074694,             0.00074694,             0.00074694
                    334,                0.78409,                0.46385,                 1.2134,                0.75484,                0.99713,                0.75544,                0.63676,                0.69904,                0.37195,                 1.1107,             0.00074584,             0.00074584,             0.00074584
                    335,                0.80611,                0.47547,                 1.2209,                0.75426,                0.99523,                0.81735,                0.68816,                0.70126,                0.37455,                 1.1112,             0.00074474,             0.00074474,             0.00074474
                    336,                0.80133,                0.48912,                 1.2317,                0.75459,                0.99455,                0.79644,                0.66465,                0.72418,                0.37689,                 1.1317,             0.00074364,             0.00074364,             0.00074364
                    337,                0.80524,                0.47321,                 1.2401,                0.75467,                0.99768,                0.76988,                0.64265,                0.71083,                0.36687,                 1.1208,             0.00074254,             0.00074254,             0.00074254
                    338,                0.75602,                0.44484,                 1.1983,                0.75321,                0.99349,                0.75685,                0.64095,                  0.674,                0.36873,                 1.0897,             0.00074144,             0.00074144,             0.00074144
                    339,                0.77132,                0.45604,                 1.2033,                0.75017,                0.99621,                0.78395,                0.66521,                0.67495,                 0.3687,                 1.0892,             0.00074034,             0.00074034,             0.00074034
                    340,                0.76229,                0.45603,                 1.2004,                0.75331,                0.99791,                0.85875,                0.73383,                0.68295,                0.36559,                 1.0958,             0.00073924,             0.00073924,             0.00073924
                    341,                0.76043,                 0.4432,                 1.1952,                 0.7543,                0.99601,                0.85918,                0.73438,                0.68592,                0.36838,                  1.096,             0.00073814,             0.00073814,             0.00073814
                    342,                0.78464,                0.45785,                   1.22,                0.75423,                0.99598,                0.98326,                0.84666,                0.66636,                0.36523,                 1.0877,             0.00073704,             0.00073704,             0.00073704
                    343,                 0.7652,                0.46458,                 1.2028,                0.75542,                0.99549,                0.98304,                0.82924,                0.73591,                0.37516,                 1.1358,             0.00073594,             0.00073594,             0.00073594
                    344,                0.78861,                0.45501,                  1.214,                0.75495,                0.99555,                0.98305,                0.84547,                0.67665,                0.36978,                 1.0911,             0.00073484,             0.00073484,             0.00073484
                    345,                0.81854,                0.48191,                 1.2361,                0.75489,                0.99675,                0.98311,                0.84344,                0.68843,                0.36672,                 1.0958,             0.00073374,             0.00073374,             0.00073374
                    346,                0.76624,                0.45593,                 1.2051,                0.75481,                0.99711,                0.79616,                0.67921,                0.67743,                0.36081,                 1.0863,             0.00073264,             0.00073264,             0.00073264
                    347,                0.77713,                0.46342,                 1.2141,                0.75327,                0.99472,                0.75476,                0.63807,                0.68507,                0.36611,                 1.0928,             0.00073154,             0.00073154,             0.00073154
                    348,                0.77644,                0.45969,                 1.2101,                0.75419,                0.99618,                0.75319,                0.64441,                 0.6513,                0.35615,                 1.0733,             0.00073044,             0.00073044,             0.00073044
                    349,                0.76474,                0.45937,                 1.2161,                0.75362,                0.99543,                0.98284,                0.85296,                0.65202,                0.35518,                 1.0776,             0.00072934,             0.00072934,             0.00072934
                    350,                0.79074,                  0.453,                 1.2162,                0.75491,                0.99484,                0.85865,                0.73331,                0.67994,                0.36237,                 1.0971,             0.00072824,             0.00072824,             0.00072824
                    351,                0.75091,                0.44583,                 1.1892,                0.75418,                0.99538,                0.77581,                0.65163,                0.71016,                0.36915,                 1.1146,             0.00072714,             0.00072714,             0.00072714
                    352,                0.77763,                0.45379,                 1.2084,                0.75333,                0.99764,                0.76542,                0.65392,                0.65299,                0.35795,                 1.0725,             0.00072604,             0.00072604,             0.00072604
                    353,                0.78072,                0.45319,                  1.218,                0.75273,                0.99791,                 0.7963,                0.66408,                0.72275,                0.37456,                 1.1242,             0.00072494,             0.00072494,             0.00072494
                    354,                0.77436,                0.44814,                 1.1954,                0.75493,                0.99643,                0.79672,                0.68124,                0.66321,                0.35638,                 1.0738,             0.00072384,             0.00072384,             0.00072384
                    355,                0.77049,                0.45459,                 1.1964,                0.75374,                0.99535,                0.79632,                0.67067,                0.70519,                0.36037,                  1.108,             0.00072274,             0.00072274,             0.00072274
                    356,                0.76909,                0.44747,                 1.1993,                0.75237,                  0.993,                0.76534,                0.65235,                0.65888,                0.35914,                 1.0753,             0.00072164,             0.00072164,             0.00072164
                    357,                0.78131,                0.46067,                 1.2116,                0.75319,                0.99747,                0.81719,                0.69895,                0.66712,                0.36013,                 1.0785,             0.00072054,             0.00072054,             0.00072054
                    358,                 0.7859,                0.46943,                 1.2132,                0.75446,                0.99536,                0.76967,                0.65578,                0.66184,                0.35566,                 1.0773,             0.00071944,             0.00071944,             0.00071944
                    359,                0.76703,                 0.4577,                  1.217,                0.75486,                0.99467,                0.75663,                0.64772,                0.64725,                0.35078,                   1.07,             0.00071834,             0.00071834,             0.00071834
                    360,                0.78065,                0.45569,                 1.2166,                0.75567,                0.99659,                0.76189,                0.65041,                 0.6699,                0.35696,                  1.083,             0.00071724,             0.00071724,             0.00071724
                    361,                0.75813,                0.45135,                 1.1917,                0.75434,                0.99601,                0.75329,                 0.6371,                 0.6778,                0.36058,                 1.0863,             0.00071614,             0.00071614,             0.00071614
                    362,                0.78745,                0.45625,                 1.2254,                0.75297,                0.99671,                0.85838,                0.72179,                0.72333,                0.37375,                  1.114,             0.00071504,             0.00071504,             0.00071504
                    363,                0.78014,                0.45866,                 1.2117,                 0.7547,                0.99656,                0.98311,                0.84385,                0.68091,                0.36306,                 1.0921,             0.00071394,             0.00071394,             0.00071394
                    364,                0.76715,                0.44998,                 1.2073,                0.75578,                0.99479,                0.85879,                0.73339,                0.66367,                0.35658,                 1.0848,             0.00071284,             0.00071284,             0.00071284
                    365,                0.74238,                0.43593,                  1.181,                0.75515,                0.99584,                0.75915,                0.64701,                0.65344,                0.35566,                 1.0781,             0.00071174,             0.00071174,             0.00071174
                    366,                0.76248,                0.45043,                 1.2059,                  0.754,                0.99773,                0.75698,                0.65349,                0.62712,                0.34716,                 1.0604,             0.00071064,             0.00071064,             0.00071064
                    367,                0.75493,                0.44145,                 1.1891,                  0.754,                0.99766,                0.75505,                0.64453,                0.65373,                0.35588,                 1.0773,             0.00070954,             0.00070954,             0.00070954
                    368,                0.77101,                0.46412,                 1.2059,                0.75402,                0.99565,                0.85876,                0.73118,                0.67902,                0.36013,                 1.0994,             0.00070844,             0.00070844,             0.00070844
                    369,                0.75859,                0.44826,                 1.1981,                0.75389,                0.99577,                0.98312,                0.87499,                  0.651,                0.35343,                 1.0731,             0.00070734,             0.00070734,             0.00070734
                    370,                0.75715,                0.44276,                 1.1937,                 0.7528,                 0.9961,                0.79665,                0.67934,                0.66846,                0.35949,                 1.0847,             0.00070624,             0.00070624,             0.00070624
                    371,                0.75213,                0.43892,                 1.1925,                0.75301,                0.99815,                0.76523,                0.66066,                0.63177,                 0.3484,                 1.0555,             0.00070514,             0.00070514,             0.00070514
                    372,                0.79108,                0.45582,                  1.219,                0.75446,                0.99769,                  0.983,                0.85136,                0.65368,                0.35219,                 1.0767,             0.00070404,             0.00070404,             0.00070404
                    373,                0.75471,                0.45389,                 1.1939,                0.75553,                0.99637,                0.98314,                0.85128,                0.65117,                  0.354,                 1.0744,             0.00070294,             0.00070294,             0.00070294
                    374,                0.75833,                0.45484,                 1.2014,                0.75522,                0.99605,                0.81713,                0.70271,                0.64915,                0.35193,                 1.0694,             0.00070184,             0.00070184,             0.00070184
                    375,                0.75307,                0.43636,                  1.191,                0.75531,                0.99711,                0.81724,                0.71429,                0.64049,                0.35069,                 1.0616,             0.00070074,             0.00070074,             0.00070074
                    376,                 0.7297,                0.43069,                 1.1775,                0.75425,                0.99549,                0.75913,                0.65481,                0.64627,                  0.354,                 1.0598,             0.00069964,             0.00069964,             0.00069964
                    377,                0.78105,                0.45389,                  1.212,                0.75486,                0.99701,                0.75344,                0.64131,                0.67199,                0.35497,                 1.0816,             0.00069854,             0.00069854,             0.00069854
                    378,                0.76622,                0.44611,                 1.2043,                0.75385,                0.99695,                0.81709,                0.69589,                0.69194,                0.36098,                 1.0953,             0.00069744,             0.00069744,             0.00069744
                    379,                0.74952,                0.44576,                  1.203,                0.75373,                0.99673,                0.81706,                0.70375,                0.65549,                0.35411,                 1.0736,             0.00069634,             0.00069634,             0.00069634
                    380,                0.73773,                0.43011,                 1.1897,                0.75424,                0.99583,                0.98295,                0.88194,                0.63739,                0.35187,                 1.0593,             0.00069524,             0.00069524,             0.00069524
                    381,                0.76096,                0.45787,                 1.2047,                0.75542,                0.99601,                0.81711,                0.70224,                0.65266,                0.35486,                 1.0653,             0.00069414,             0.00069414,             0.00069414
                    382,                0.75897,                0.45269,                 1.1991,                0.75337,                0.99556,                0.75498,                 0.6475,                0.64734,                0.35701,                 1.0613,             0.00069304,             0.00069304,             0.00069304
                    383,                0.74816,                0.44051,                 1.1925,                0.75421,                0.99645,                 0.7535,                0.64679,                0.64691,                0.35098,                 1.0659,             0.00069194,             0.00069194,             0.00069194
                    384,                0.76459,                0.45678,                 1.2048,                0.75324,                0.99509,                0.75665,                0.65063,                0.64126,                0.35834,                 1.0649,             0.00069084,             0.00069084,             0.00069084
                    385,                0.75664,                0.43029,                 1.2004,                0.75521,                0.99545,                0.76192,                0.65551,                0.63669,                0.34721,                 1.0575,             0.00068974,             0.00068974,             0.00068974
                    386,                0.72496,                0.43403,                 1.1639,                0.75087,                0.99514,                0.77553,                0.66306,                0.66693,                0.35625,                 1.0719,             0.00068864,             0.00068864,             0.00068864
                    387,                0.74815,                0.43971,                 1.1743,                0.75398,                0.99556,                0.75502,                0.64615,                0.64879,                0.34834,                 1.0687,             0.00068754,             0.00068754,             0.00068754
                    388,                0.73818,                0.42718,                 1.1739,                0.75296,                 0.9964,                0.75496,                0.64061,                0.65587,                0.35156,                 1.0753,             0.00068644,             0.00068644,             0.00068644
                    389,                0.75072,                0.43467,                 1.1913,                0.75264,                0.99708,                0.81728,                0.70503,                0.63142,                0.34667,                 1.0549,             0.00068534,             0.00068534,             0.00068534
                    390,                0.75895,                0.46013,                 1.1991,                0.75557,                0.99666,                0.98393,                0.84248,                 0.6846,                0.36382,                 1.0832,             0.00068424,             0.00068424,             0.00068424
                    391,                0.74221,                0.44779,                 1.1899,                0.75457,                0.99638,                0.76535,                0.65211,                0.65657,                0.35021,                 1.0664,             0.00068314,             0.00068314,             0.00068314
                    392,                0.73875,                0.45492,                 1.1867,                0.75421,                0.99777,                0.81794,                0.70379,                0.64692,                0.34668,                 1.0603,             0.00068204,             0.00068204,             0.00068204
                    393,                0.75092,                0.44919,                 1.1918,                0.75422,                0.99587,                0.75688,                0.65591,                0.62288,                0.34481,                 1.0452,             0.00068094,             0.00068094,             0.00068094
                    394,                0.73686,                0.44588,                 1.1834,                0.75465,                0.99763,                0.98298,                 0.8573,                0.63785,                0.34551,                 1.0594,             0.00067984,             0.00067984,             0.00067984
                    395,                0.74707,                0.44234,                 1.1971,                0.75462,                0.99615,                 0.9829,                0.88585,                0.61475,                0.33813,                  1.047,             0.00067874,             0.00067874,             0.00067874
                    396,                0.74216,                0.43319,                 1.1828,                0.75497,                0.99488,                0.98334,                0.85739,                0.62125,                0.34257,                 1.0503,             0.00067764,             0.00067764,             0.00067764
                    397,                0.76614,                 0.4547,                 1.1955,                0.75342,                0.99768,                0.85881,                0.73617,                0.65131,                0.35576,                 1.0683,             0.00067654,             0.00067654,             0.00067654
                    398,                0.70935,                0.42842,                 1.1599,                0.75353,                0.99794,                0.81716,                0.70485,                0.63008,                0.35079,                 1.0532,             0.00067544,             0.00067544,             0.00067544
                    399,                0.74913,                0.44931,                 1.1834,                0.75484,                0.99631,                0.81722,                0.70777,                0.63746,                0.34655,                 1.0565,             0.00067434,             0.00067434,             0.00067434
                    400,                0.72084,                0.42997,                 1.1665,                 0.7551,                0.99534,                0.76212,                0.65026,                0.66714,                0.35075,                 1.0693,             0.00067324,             0.00067324,             0.00067324
                    401,                0.74583,                0.43246,                 1.1698,                0.75375,                0.99773,                0.75351,                0.65373,                0.61246,                0.34433,                 1.0426,             0.00067214,             0.00067214,             0.00067214
                    402,                0.72718,                0.42177,                 1.1687,                0.75269,                  0.997,                0.76871,                0.66571,                0.60678,                0.34214,                 1.0393,             0.00067104,             0.00067104,             0.00067104
                    403,                0.73183,                0.43596,                 1.1677,                 0.7525,                0.99424,                  0.981,                0.85313,                0.62761,                0.34825,                  1.048,             0.00066994,             0.00066994,             0.00066994
                    404,                0.73261,                0.43068,                 1.1654,                0.75416,                0.99615,                0.98306,                0.85699,                 0.6255,                0.34119,                 1.0428,             0.00066884,             0.00066884,             0.00066884
                    405,                0.74643,                0.43389,                  1.181,                0.75158,                0.99487,                0.77445,                0.66939,                0.62831,                0.34348,                 1.0479,             0.00066774,             0.00066774,             0.00066774
                    406,                0.73038,                0.43672,                 1.1748,                0.75115,                0.99165,                0.75913,                 0.6487,                0.65395,                0.36341,                 1.0642,             0.00066664,             0.00066664,             0.00066664
                    407,                0.72471,                0.42546,                 1.1729,                0.75433,                0.99618,                0.75917,                0.65237,                0.63838,                0.34676,                 1.0524,             0.00066554,             0.00066554,             0.00066554
                    408,                0.72973,                0.43565,                 1.1681,                0.75494,                0.99681,                0.76987,                0.66192,                0.64095,                0.34453,                  1.056,             0.00066444,             0.00066444,             0.00066444
                    409,                0.72916,                0.42965,                 1.1754,                0.75461,                 0.9965,                0.98328,                0.85448,                0.63305,                 0.3451,                 1.0564,             0.00066334,             0.00066334,             0.00066334
                    410,                 0.7305,                0.42616,                 1.1735,                0.75402,                0.99681,                 0.8589,                0.74638,                0.63218,                0.34245,                 1.0529,             0.00066224,             0.00066224,             0.00066224
                    411,                0.72174,                0.42236,                 1.1698,                0.75255,                0.99794,                0.85892,                0.75104,                0.61234,                  0.338,                 1.0425,             0.00066114,             0.00066114,             0.00066114
                    412,                0.73745,                0.43618,                  1.173,                0.75267,                0.99721,                0.85832,                0.74814,                0.62275,                0.34481,                 1.0486,             0.00066005,             0.00066005,             0.00066005
                    413,                0.72666,                0.43221,                 1.1703,                0.75203,                0.99733,                0.79595,                0.68096,                0.65506,                0.35151,                  1.072,             0.00065895,             0.00065895,             0.00065895
                    414,                0.73431,                0.43364,                 1.1809,                0.75236,                0.99721,                0.98188,                0.85805,                0.61446,                0.34354,                 1.0423,             0.00065785,             0.00065785,             0.00065785
                    415,                0.73096,                0.44187,                 1.1782,                 0.7529,                0.99438,                0.79537,                0.68636,                0.62628,                0.35247,                 1.0555,             0.00065675,             0.00065675,             0.00065675
                    416,                 0.7058,                0.42226,                 1.1537,                0.75291,                0.99783,                0.78399,                0.68315,                0.60242,                0.33869,                 1.0405,             0.00065565,             0.00065565,             0.00065565
                    417,                0.69713,                0.41103,                 1.1556,                0.75414,                0.99594,                0.76982,                0.67096,                0.59912,                0.33495,                 1.0343,             0.00065455,             0.00065455,             0.00065455
                    418,                0.73066,                0.43876,                  1.172,                0.75372,                 0.9936,                0.77573,                0.66478,                0.63784,                0.34554,                 1.0588,             0.00065345,             0.00065345,             0.00065345
                    419,                0.74185,                0.44125,                 1.1747,                0.75296,                0.99711,                0.98282,                0.85779,                0.61197,                0.34339,                 1.0412,             0.00065235,             0.00065235,             0.00065235
                    420,                0.73027,                0.43423,                  1.176,                0.75349,                0.99867,                0.77569,                0.67292,                0.60723,                 0.3337,                  1.037,             0.00065125,             0.00065125,             0.00065125
                    421,                0.72432,                0.43875,                 1.1707,                0.75434,                0.99798,                0.76529,                0.66848,                0.59445,                0.33036,                 1.0274,             0.00065015,             0.00065015,             0.00065015
                    422,                0.73387,                0.43536,                 1.1672,                0.75409,                0.99736,                0.75328,                0.65296,                 0.6088,                0.34293,                 1.0366,             0.00064905,             0.00064905,             0.00064905
                    423,                0.69067,                0.43193,                 1.1471,                0.75462,                0.99708,                0.75344,                0.65175,                0.61185,                0.34078,                 1.0425,             0.00064795,             0.00064795,             0.00064795
                    424,                0.72822,                0.41959,                 1.1668,                0.75417,                0.98855,                 0.7529,                 0.6471,                0.63039,                 0.3589,                   1.05,             0.00064685,             0.00064685,             0.00064685
                    425,                0.72523,                0.43992,                 1.1723,                0.75365,                0.99636,                0.75344,                0.65619,                0.59278,                0.33523,                 1.0287,             0.00064575,             0.00064575,             0.00064575
                    426,                0.73177,                0.43313,                 1.1823,                0.75494,                0.99486,                0.98299,                0.85574,                0.64167,                0.34685,                 1.0555,             0.00064465,             0.00064465,             0.00064465
                    427,                0.72457,                 0.4316,                 1.1586,                0.75464,                0.99726,                0.79659,                0.69347,                0.60275,                0.33699,                 1.0283,             0.00064355,             0.00064355,             0.00064355
                    428,                0.73469,                0.42743,                 1.1768,                0.75503,                 0.9965,                0.85871,                0.76522,                0.59882,                0.33645,                 1.0262,             0.00064245,             0.00064245,             0.00064245
                    429,                0.71845,                0.42235,                 1.1552,                0.75494,                0.99588,                0.76189,                0.66185,                0.60873,                0.33588,                 1.0292,             0.00064135,             0.00064135,             0.00064135
                    430,                0.71338,                0.41859,                 1.1572,                0.75412,                0.99556,                0.78398,                0.68586,                0.58283,                0.33211,                 1.0156,             0.00064025,             0.00064025,             0.00064025
                    431,                 0.7116,                0.42101,                 1.1592,                0.75489,                0.99588,                 0.7617,                0.66777,                  0.577,                0.33049,                 1.0202,             0.00063915,             0.00063915,             0.00063915
                    432,                 0.7184,                0.42661,                 1.1734,                0.75414,                0.99504,                0.85853,                 0.7492,                0.60587,                0.33614,                 1.0285,             0.00063805,             0.00063805,             0.00063805
                    433,                 0.7134,                 0.4216,                 1.1635,                0.75459,                0.99663,                0.98304,                0.86776,                0.58585,                0.33291,                  1.016,             0.00063695,             0.00063695,             0.00063695
                    434,                0.71666,                0.42916,                  1.169,                0.75465,                0.99673,                0.98306,                0.86033,                0.60422,                0.33531,                 1.0307,             0.00063585,             0.00063585,             0.00063585
                    435,                0.72786,                0.43338,                 1.1655,                0.75237,                 0.9982,                0.85852,                0.74706,                0.60855,                0.34218,                 1.0342,             0.00063475,             0.00063475,             0.00063475
                    436,                 0.7029,                0.42975,                 1.1551,                 0.7546,                0.99747,                0.98304,                0.86607,                0.57834,                0.32953,                 1.0175,             0.00063365,             0.00063365,             0.00063365
                    437,                0.70569,                0.42216,                 1.1555,                0.75425,                0.99483,                0.98291,                0.85166,                0.64658,                0.34442,                 1.0584,             0.00063255,             0.00063255,             0.00063255
                    438,                0.73162,                0.42492,                 1.1682,                0.75377,                0.99827,                0.98305,                 0.8546,                0.62972,                0.34555,                 1.0513,             0.00063145,             0.00063145,             0.00063145
                    439,                0.72078,                 0.4311,                 1.1614,                0.75387,                0.99632,                0.98305,                0.86163,                0.61387,                 0.3344,                 1.0385,             0.00063035,             0.00063035,             0.00063035
                    440,                0.72722,                0.43435,                 1.1696,                0.75375,                0.99628,                0.79636,                0.69132,                0.62237,                0.33766,                 1.0402,             0.00062925,             0.00062925,             0.00062925
                    441,                0.71288,                0.42328,                 1.1555,                0.75482,                 0.9963,                0.98302,                0.85763,                0.61249,                0.33245,                 1.0341,             0.00062815,             0.00062815,             0.00062815
                    442,                0.71167,                0.41528,                  1.171,                0.75424,                0.99653,                0.78406,                0.67391,                 0.6269,                 0.3403,                 1.0436,             0.00062705,             0.00062705,             0.00062705
                    443,                0.70817,                0.41972,                 1.1573,                0.75361,                0.99694,                0.78394,                0.67835,                0.61285,                0.33997,                 1.0395,             0.00062595,             0.00062595,             0.00062595
                    444,                0.70654,                0.41858,                 1.1468,                0.75482,                0.99632,                0.85866,                0.75284,                0.58596,                0.32984,                 1.0185,             0.00062485,             0.00062485,             0.00062485
                    445,                0.69206,                0.41211,                 1.1387,                0.75456,                0.99614,                0.81765,                 0.7171,                0.57985,                 0.3277,                 1.0146,             0.00062375,             0.00062375,             0.00062375
